Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P1409,Low-rise,10336,Platinum,3,Construction,1563.44,2834.62,48.8,886.6,435.25,146.2,31.4,1.7,2.3,32.7,4398.06,50.8,High
P1410,Mid-rise,3300,Silver,0,Operation,1517.07,2250.24,74.8,898.56,1314.37,177.87,42.4,17.6,19.1,20.1,3767.31,20.5,Medium
P1411,Low-rise,8833,Basic,3,Construction,1476.53,814.23,43.7,109.87,557.94,64.09,11.5,6.4,25.5,85.2,2290.76,20.8,Medium
P1412,Mid-rise,5910,Silver,4,End-of-life,560.61,1493.82,43.7,897.67,560.69,259.72,40.9,23.5,27.5,70.4,2054.43,30.6,Medium
P1413,Mid-rise,18339,Gold,2,Operation,579.81,493.06,45.1,344.34,937.47,274.68,11.7,54.1,2.3,27.4,1072.87,37.2,High
P1414,Low-rise,6308,Platinum,3,Construction,1438.93,1352.08,60.6,135.08,356.99,145.91,33.8,50.1,16.7,69.8,2791.01,49.6,High
P1415,Low-rise,7296,Basic,2,Material Production,595.5,2302.33,51.9,863.01,498.84,98.52,21.5,42.8,23.4,65.9,2897.83,17.4,Medium
P1416,Low-rise,10788,Platinum,2,Material Production,989.61,1343.4,66.3,877.48,683.28,59.43,5.7,59.7,2.6,55.5,2333.01,47.1,High
P1417,Mid-rise,18209,Platinum,0,Operation,1607.6,1191.79,74.7,636.61,595.09,211.45,35.7,19.7,5.4,51.4,2799.39,38.2,High
P1418,Mid-rise,18043,Platinum,3,Operation,1611.11,1907.46,63.7,616.99,834.83,107.42,10.9,62.0,26.5,86.5,3518.57,48.2,High
P1419,High-rise,5150,Silver,0,Construction,1015.87,2654.95,40.2,831.81,939.5,274.67,8.8,27.9,20.9,38.4,3670.82,20.9,Medium
P1420,Low-rise,5487,Silver,2,End-of-life,1625.94,428.47,76.6,807.68,893.33,207.88,17.9,28.1,6.5,49.9,2054.41,26.8,Medium
P1421,Mid-rise,15700,Silver,1,Construction,1709.52,1340.77,43.2,901.09,1015.84,200.79,32.7,28.4,21.4,44.7,3050.29,26.3,Medium
P1422,Mid-rise,5197,Gold,2,Material Production,1378.6,727.25,37.5,597.47,530.85,176.63,11.7,6.9,36.5,77.8,2105.85,36.7,High
P1423,Low-rise,17224,Silver,0,End-of-life,611.17,2177.46,34.5,970.88,277.0,32.82,9.2,68.3,0.6,88.7,2788.63,22.7,Medium
P1424,High-rise,4328,Gold,3,End-of-life,693.22,585.46,58.2,996.53,1165.13,280.94,0.5,9.7,25.7,83.7,1278.68,39.8,High
P1425,Low-rise,18852,Silver,3,End-of-life,766.71,2094.98,35.7,204.89,1291.09,195.82,23.6,23.9,2.9,79.8,2861.69,27.3,Medium
P1426,High-rise,17587,Gold,0,Construction,410.25,1072.69,36.9,864.59,459.81,298.34,21.4,22.4,0.3,94.0,1482.94,28.2,Medium
P1427,Mid-rise,13105,Gold,0,Material Production,691.69,837.08,45.0,549.84,669.93,170.46,11.7,5.2,6.0,72.3,1528.77,27.1,Medium
P1428,High-rise,5982,None,0,Operation,577.13,2828.15,44.1,448.81,798.0,218.83,2.7,10.7,16.9,76.3,3405.28,3.4,Low
P1429,Mid-rise,18684,Gold,4,Construction,1019.59,350.02,60.2,651.77,846.66,35.74,21.5,3.1,32.1,93.7,1369.61,39.5,High
P1430,Low-rise,5963,Silver,2,Operation,1835.19,1482.0,70.8,150.37,1023.29,196.89,39.4,20.5,11.3,20.5,3317.19,29.4,Medium
P1431,Low-rise,14360,Gold,2,End-of-life,388.06,358.39,68.1,555.82,158.24,234.1,35.8,60.7,25.0,67.6,746.45,35.2,High
P1432,Low-rise,5412,Silver,0,End-of-life,1496.48,1605.7,43.1,883.8,1110.07,237.98,43.0,23.8,16.4,75.4,3102.18,18.7,Medium
P1433,High-rise,5148,Basic,3,Construction,1437.11,1652.83,42.3,292.12,186.76,235.63,0.5,8.7,9.4,88.8,3089.94,17.4,Medium
P1434,Mid-rise,1355,Platinum,4,Material Production,372.36,1168.49,78.3,483.75,755.6,83.36,48.3,45.2,20.6,86.3,1540.85,53.2,High
P1435,Low-rise,3366,Basic,4,End-of-life,1860.63,656.84,30.4,945.53,1258.74,293.11,17.1,69.8,31.9,83.1,2517.47,22.8,Medium
P1436,Low-rise,12334,Gold,3,Operation,1223.25,1316.25,74.0,485.71,731.7,298.65,49.5,16.3,33.3,90.9,2539.5,36.1,High
P1437,Mid-rise,16794,Silver,0,Operation,854.71,2115.11,40.0,422.53,308.73,41.17,12.6,19.6,33.9,60.3,2969.82,17.1,Medium
P1438,Low-rise,17066,Silver,0,Construction,1561.77,2412.47,77.4,496.48,1479.05,282.2,23.6,68.0,13.5,20.5,3974.24,22.2,Medium
P1439,Mid-rise,3612,Basic,0,Operation,663.26,1733.03,47.1,567.51,1345.0,101.05,17.7,12.5,31.7,20.8,2396.29,10.4,Low
P1440,Mid-rise,4992,Silver,1,Material Production,1448.32,1892.55,52.0,668.79,1179.84,213.0,17.8,35.8,8.5,60.8,3340.87,26.8,Medium
P1441,Mid-rise,15614,Basic,0,End-of-life,271.48,841.66,65.4,820.62,676.12,114.67,42.1,16.8,29.5,52.6,1113.14,8.6,Low
P1442,Mid-rise,2017,None,1,Operation,1710.93,1075.79,59.4,506.89,357.38,290.97,37.3,65.3,37.9,53.8,2786.72,12.9,Low
P1443,Mid-rise,16518,Basic,1,Operation,1006.71,737.12,45.9,835.73,1417.98,48.42,49.6,68.7,0.5,50.0,1743.83,14.7,Low
P1444,High-rise,18240,None,4,End-of-life,1346.05,973.1,57.7,580.35,845.29,159.37,30.7,57.0,17.6,88.8,2319.15,18.0,Medium
P1445,Low-rise,11931,Platinum,3,Construction,598.23,907.19,66.5,404.63,1293.3,139.85,23.2,22.0,25.9,46.9,1505.42,45.6,High
P1446,High-rise,8710,Platinum,4,Operation,1418.73,1702.51,32.1,692.16,578.93,111.29,4.5,28.2,28.1,84.2,3121.24,50.6,High
P1447,Low-rise,12095,Basic,3,Construction,1590.03,1819.26,30.6,745.95,569.4,200.75,49.8,17.0,7.0,87.7,3409.29,21.0,Medium
P1448,High-rise,13371,Gold,0,Construction,1051.78,2851.36,52.9,602.24,1479.76,56.7,27.6,62.4,38.9,57.5,3903.14,28.6,Medium
P1449,Mid-rise,13243,Basic,3,Operation,1311.91,828.04,36.6,150.95,830.57,220.67,35.0,64.0,24.6,53.5,2139.95,20.7,Medium
P1450,Low-rise,9824,Gold,1,Material Production,1021.39,2032.52,63.2,252.89,296.97,294.57,20.3,29.3,6.6,77.1,3053.91,33.9,Medium
P1451,Low-rise,12031,Gold,3,Construction,1809.36,2506.6,40.7,356.77,407.54,245.28,27.4,46.0,0.8,73.1,4315.96,39.3,High
P1452,High-rise,7088,Platinum,1,Operation,1096.16,1812.65,51.6,354.36,774.72,260.8,47.1,11.6,31.3,44.6,2908.81,42.6,High
P1453,High-rise,3811,Silver,4,Construction,1715.26,988.51,39.9,706.08,159.46,120.7,8.3,30.4,3.2,27.7,2703.77,31.1,Medium
P1454,Low-rise,1487,Gold,1,End-of-life,1642.43,1008.89,57.4,116.51,747.55,110.97,14.6,44.2,5.6,39.9,2651.32,33.2,Medium
P1455,High-rise,3821,Basic,1,Material Production,938.91,405.98,35.8,780.11,686.52,164.77,7.6,27.0,23.0,29.8,1344.89,14.3,Low
P1456,High-rise,16312,Platinum,4,Material Production,614.15,1124.7,31.2,338.81,1191.07,32.8,39.6,25.0,24.1,42.1,1738.85,52.7,High
P1457,High-rise,5115,None,0,End-of-life,930.95,2310.43,32.6,379.02,596.92,284.7,3.1,0.1,27.5,39.6,3241.38,7.8,Low
P1458,Mid-rise,16012,Silver,3,End-of-life,1687.19,428.3,77.7,575.12,1475.57,60.26,4.1,56.3,15.7,67.8,2115.49,28.4,Medium
P1459,Mid-rise,13646,Gold,3,Construction,609.74,892.1,37.1,294.33,353.08,272.84,14.9,62.3,31.0,91.6,1501.84,36.2,High
P1460,High-rise,14154,Gold,4,End-of-life,1143.99,2206.83,65.4,896.02,927.38,43.4,25.7,67.9,39.0,71.4,3350.82,43.9,High
P1461,High-rise,3552,None,4,Material Production,1650.97,2413.16,33.4,176.83,225.58,250.33,20.3,50.3,10.8,89.5,4064.13,15.1,Medium
P1462,Mid-rise,1226,Platinum,4,End-of-life,836.26,1529.36,35.4,499.94,1127.41,62.55,2.2,38.4,28.1,78.8,2365.62,50.5,High
P1463,Mid-rise,4260,None,0,Operation,1355.98,2184.8,55.4,864.48,1492.66,30.68,47.9,18.8,37.1,74.6,3540.78,4.8,Low
P1464,Low-rise,2375,Silver,4,Operation,642.14,1347.47,53.2,654.26,1246.79,221.46,47.6,70.0,27.5,51.1,1989.61,29.3,Medium
P1465,Low-rise,14469,Basic,3,Construction,396.7,731.77,77.6,363.1,877.98,98.47,14.0,41.3,27.2,44.4,1128.47,18.6,Medium
P1466,Mid-rise,4533,Basic,3,Material Production,1629.89,1375.0,77.2,478.68,778.64,220.06,36.6,47.7,9.0,83.5,3004.89,18.3,Medium
P1467,High-rise,5943,Silver,0,Operation,378.14,1865.91,69.0,736.02,1269.04,175.42,28.9,47.8,21.4,87.9,2244.05,20.3,Medium
P1468,High-rise,17873,Silver,3,End-of-life,688.49,2859.74,60.1,975.93,1410.36,50.47,11.9,59.2,22.5,53.9,3548.23,29.9,Medium
P1469,High-rise,4244,None,4,Operation,1739.2,485.63,52.7,903.82,1484.89,281.0,13.1,0.7,28.0,20.7,2224.83,14.7,Low
P1470,High-rise,17477,None,4,Operation,823.64,1669.96,47.8,408.19,655.15,146.65,24.6,15.4,39.9,79.4,2493.6,18.3,Medium
P1471,Low-rise,2274,Silver,2,Construction,1951.48,1188.08,77.4,998.38,1487.28,225.65,21.0,46.6,1.3,41.4,3139.56,26.2,Medium
P1472,Mid-rise,11151,Gold,0,End-of-life,1963.52,1672.44,60.1,103.15,318.3,160.29,14.6,62.7,2.6,20.7,3635.96,29.3,Medium
P1473,High-rise,1435,Platinum,1,End-of-life,682.9,364.73,59.0,124.87,454.97,189.22,40.4,48.0,3.1,80.4,1047.63,43.7,High
P1474,Low-rise,13895,None,4,End-of-life,273.76,1145.17,41.6,841.46,224.62,104.78,24.1,28.9,29.7,58.8,1418.93,18.2,Medium
P1475,High-rise,4308,Basic,3,Construction,1469.11,2513.64,32.3,279.52,480.43,76.1,32.7,25.3,5.5,71.4,3982.75,19.6,Medium
P1476,Mid-rise,17215,None,2,End-of-life,1011.78,1795.64,77.3,154.69,1175.11,171.92,9.5,51.7,24.9,88.6,2807.42,11.1,Low
P1477,Low-rise,12141,None,0,End-of-life,381.36,1516.57,45.7,313.43,1294.09,143.26,26.7,51.9,13.0,60.6,1897.93,4.6,Low
P1478,Mid-rise,19586,Gold,2,Operation,1473.54,1070.92,52.1,483.49,1190.45,129.23,15.9,42.5,18.3,57.7,2544.46,34.9,Medium
P1479,Mid-rise,14876,Silver,2,Operation,256.11,1104.71,35.7,757.51,983.49,208.32,26.3,20.4,8.6,41.8,1360.82,26.9,Medium
P1480,Low-rise,6389,None,4,End-of-life,1766.35,1334.37,71.8,661.9,819.55,213.34,39.0,64.8,34.6,42.9,3100.72,19.6,Medium
P1481,Low-rise,5554,Basic,3,Material Production,449.57,2556.04,31.4,313.86,1092.19,32.86,38.4,38.6,23.4,79.7,3005.61,17.7,Medium
P1482,Low-rise,4368,None,1,Material Production,429.16,2911.48,71.7,552.94,647.17,114.85,17.7,55.3,37.8,53.7,3340.64,8.4,Low
P1483,Low-rise,17085,Gold,2,End-of-life,516.21,1484.37,37.0,933.59,1277.83,135.29,34.7,15.0,23.0,32.3,2000.58,39.1,High
P1484,Low-rise,19381,Platinum,0,Material Production,1928.48,1362.05,74.3,833.51,1048.07,47.13,47.1,24.1,5.0,27.1,3290.53,40.6,High
P1485,Low-rise,2342,None,4,Construction,1447.7,2585.69,66.5,390.87,1076.93,86.05,31.3,61.2,6.8,55.5,4033.39,17.9,Medium
P1486,Low-rise,10558,Basic,1,Operation,1642.47,1452.64,38.2,984.04,850.31,34.46,7.4,3.5,39.6,54.9,3095.11,16.5,Medium
P1487,High-rise,9601,Platinum,2,Construction,915.74,1790.45,58.3,737.76,1339.32,298.95,34.0,35.9,29.0,69.0,2706.19,45.3,High
P1488,Mid-rise,12997,Platinum,1,Operation,805.36,923.54,45.6,156.2,452.82,226.24,5.2,33.7,2.0,55.3,1728.9,46.4,High
P1489,Low-rise,5158,Silver,3,Material Production,622.07,2307.46,38.9,131.64,633.61,44.49,43.6,52.6,28.2,30.8,2929.53,29.7,Medium
P1490,High-rise,11881,None,3,Material Production,1065.17,1736.37,73.0,251.57,1188.7,25.67,25.8,19.7,16.5,58.1,2801.54,14.7,Low
P1491,High-rise,8044,None,3,End-of-life,1193.29,2484.39,50.2,755.07,789.85,221.4,19.3,15.3,12.3,88.0,3677.68,12.6,Low
P1492,High-rise,8218,Silver,1,Material Production,1337.19,2407.98,49.9,265.37,1344.9,142.97,2.9,64.8,6.2,32.0,3745.17,22.2,Medium
P1493,Mid-rise,14351,Basic,1,Material Production,662.81,880.51,38.5,560.34,584.96,240.3,19.0,40.0,33.6,71.7,1543.32,17.6,Medium
P1494,Low-rise,17654,None,0,End-of-life,1907.58,2232.22,49.2,183.93,617.06,278.57,45.2,7.3,2.6,64.5,4139.8,4.0,Low
P1495,High-rise,12277,Silver,3,End-of-life,505.57,2460.15,73.6,928.8,1344.23,187.8,1.0,13.5,11.6,76.1,2965.72,27.4,Medium
P1496,Mid-rise,2128,None,0,Operation,1938.18,1234.49,48.2,409.56,750.12,72.39,23.7,69.9,12.3,31.3,3172.67,7.5,Low
P1497,Mid-rise,886,Gold,2,Material Production,226.74,766.04,77.6,917.32,822.57,239.01,46.6,13.7,6.4,90.6,992.78,39.4,High
P1498,Mid-rise,6531,Basic,4,Operation,1066.03,307.11,77.3,950.39,565.87,287.63,19.7,42.7,20.3,66.6,1373.14,19.6,Medium
P1499,High-rise,6939,None,4,Operation,800.06,1517.44,37.2,105.52,487.34,182.46,21.4,29.4,0.5,83.5,2317.5,16.4,Medium
P1500,Low-rise,13892,Silver,2,Construction,1008.42,1251.57,38.9,517.72,1018.33,210.96,28.9,62.0,12.0,38.5,2259.99,24.4,Medium
P1501,High-rise,19350,Basic,2,Material Production,1227.2,1798.26,73.1,122.19,267.78,114.49,23.1,52.9,37.3,75.5,3025.46,14.3,Low
P1502,High-rise,2782,Platinum,0,Material Production,984.06,807.71,49.6,917.82,1330.98,126.83,8.4,41.8,12.4,78.6,1791.77,39.7,High
P1503,Low-rise,2356,Silver,3,Construction,946.72,2621.1,30.2,566.57,1190.88,225.7,0.9,0.8,14.4,49.8,3567.82,26.8,Medium
P1504,Low-rise,16170,Basic,4,Operation,1518.9,995.94,43.7,167.45,367.05,279.78,30.5,61.6,18.9,48.8,2514.84,20.3,Medium
P1505,Low-rise,2498,Gold,1,Material Production,1434.58,911.36,59.9,199.25,1071.63,196.12,46.0,31.1,22.5,69.3,2345.94,35.8,High
P1506,Mid-rise,5976,Basic,2,Operation,1699.89,1597.93,70.0,445.16,943.69,241.16,5.3,65.2,32.3,27.0,3297.82,14.7,Low
P1507,Low-rise,9928,Platinum,4,Construction,649.93,1646.9,36.7,946.21,358.35,68.06,10.5,34.7,7.6,75.2,2296.83,52.0,High
P1508,High-rise,5169,Basic,4,End-of-life,1297.15,880.73,35.5,723.62,482.48,79.35,18.5,48.6,34.9,23.2,2177.88,22.7,Medium
P1509,Low-rise,12836,Silver,1,Operation,1253.35,1034.02,76.1,880.86,672.58,168.97,40.4,4.9,30.3,34.3,2287.37,25.6,Medium
P1510,High-rise,9842,None,2,Material Production,865.53,758.2,67.6,429.81,1078.94,69.44,13.5,52.2,28.9,69.8,1623.73,10.3,Low
P1511,Mid-rise,7564,Silver,0,End-of-life,1074.9,2239.84,59.5,138.89,994.21,197.8,44.1,23.7,3.5,27.4,3314.74,20.0,Medium
P1512,High-rise,7946,Gold,0,Operation,764.81,2379.24,68.5,976.89,845.13,101.66,2.7,24.6,0.9,92.9,3144.05,31.3,Medium
P1513,High-rise,18315,Gold,4,Operation,455.32,1548.29,51.4,115.46,1175.77,241.63,47.0,8.3,23.8,85.1,2003.61,44.4,High
P1514,Low-rise,6124,Basic,4,End-of-life,584.84,2228.03,67.9,952.89,1161.11,246.27,28.0,10.3,34.5,67.0,2812.87,23.1,Medium
P1515,Low-rise,7961,Basic,3,End-of-life,389.92,2287.03,48.6,431.81,965.0,149.86,32.9,13.0,23.4,81.4,2676.95,20.6,Medium
P1516,High-rise,2319,Gold,0,End-of-life,1429.53,673.34,42.2,109.08,1201.79,70.63,18.4,23.0,8.5,86.6,2102.87,27.8,Medium
P1517,Low-rise,11016,Platinum,4,Material Production,1389.31,2908.68,66.5,720.24,567.97,201.1,39.1,62.4,3.6,39.5,4297.99,49.7,High
P1518,Mid-rise,14249,None,2,Material Production,1911.09,2516.79,51.0,982.49,1333.75,297.98,8.3,25.8,28.0,83.7,4427.88,13.0,Low
P1519,Mid-rise,18014,Silver,1,Operation,1513.42,852.11,79.1,969.06,960.87,194.33,2.4,50.7,28.9,34.6,2365.53,24.1,Medium
P1520,Low-rise,3158,Basic,2,Operation,293.68,802.65,47.5,244.84,1251.31,30.02,19.8,5.8,6.9,51.0,1096.33,16.9,Medium
P1521,Mid-rise,4000,Platinum,0,Construction,1791.64,639.29,76.1,263.12,864.79,24.84,42.7,41.4,1.1,61.9,2430.93,39.2,High
P1522,Low-rise,2620,None,3,Material Production,1752.82,673.62,76.6,608.99,405.81,109.7,37.7,33.7,16.3,73.5,2426.44,13.2,Low
P1523,High-rise,4520,Basic,2,Operation,997.98,2320.04,42.1,673.57,859.37,74.82,25.9,68.5,23.3,22.3,3318.02,18.7,Medium
P1524,High-rise,10713,Gold,0,End-of-life,1254.55,1568.07,69.9,765.48,619.56,247.65,28.6,59.2,28.2,41.8,2822.62,29.9,Medium
P1525,Mid-rise,3759,None,0,End-of-life,1956.94,2413.92,51.7,262.95,1076.5,256.55,6.5,31.8,32.4,65.6,4370.86,3.7,Low
P1526,Low-rise,10581,Silver,0,Material Production,1158.15,2314.89,75.9,963.11,766.11,92.41,42.0,54.3,24.4,46.8,3473.04,22.1,Medium
P1527,Low-rise,2323,Silver,0,End-of-life,1829.58,1932.45,52.5,674.87,1270.56,111.18,39.3,13.5,4.4,78.1,3762.03,20.6,Medium
P1528,Mid-rise,18358,Basic,2,Construction,349.47,2153.19,67.2,862.34,1049.3,86.15,32.8,39.4,27.3,68.9,2502.66,17.3,Medium
P1529,High-rise,19126,Basic,4,Operation,543.89,349.56,53.3,586.06,1058.36,274.35,23.3,5.2,39.4,37.6,893.45,22.5,Medium
P1530,Mid-rise,13967,Silver,0,Operation,993.36,1141.8,41.4,472.85,404.02,160.74,48.2,24.4,36.2,30.9,2135.16,17.8,Medium
P1531,High-rise,7490,None,0,Operation,1252.56,2022.12,40.0,979.46,1477.95,203.72,44.0,15.8,34.9,67.2,3274.68,3.0,Low
P1532,Low-rise,3634,Silver,2,Material Production,1669.21,325.23,51.3,623.91,1278.35,136.33,32.2,50.3,12.1,53.8,1994.44,24.5,Medium
P1533,High-rise,18954,Gold,4,End-of-life,1978.87,389.04,67.8,880.19,1204.61,196.68,18.6,34.3,30.0,32.7,2367.91,41.0,High
P1534,Mid-rise,17243,Gold,1,Construction,899.93,2600.1,60.3,957.96,562.3,128.04,30.9,52.6,34.0,44.5,3500.03,37.9,High
P1535,Low-rise,15934,None,1,Material Production,285.35,2146.87,64.4,707.82,849.88,115.11,28.8,36.1,27.1,42.7,2432.22,11.4,Low
P1536,Mid-rise,15507,None,2,Operation,1642.11,1016.5,44.1,594.04,291.94,197.65,19.7,6.1,10.0,28.1,2658.61,14.8,Low
P1537,Mid-rise,10733,Basic,1,Construction,1287.89,2157.5,54.1,103.16,853.87,185.5,15.3,51.5,38.2,61.0,3445.39,15.2,Medium
P1538,High-rise,16878,Basic,0,Operation,557.38,2439.63,32.2,136.02,304.24,102.19,20.4,58.3,18.0,77.3,2997.01,12.2,Low
P1539,Mid-rise,1641,Silver,3,Operation,1090.69,1128.34,70.9,280.77,874.25,61.82,28.7,63.2,5.2,63.2,2219.03,25.9,Medium
P1540,High-rise,18519,Gold,3,Material Production,1536.16,397.3,79.5,267.41,1008.21,123.2,21.4,40.0,4.4,82.0,1933.46,37.2,High
P1541,Low-rise,10635,None,2,Operation,1586.74,2818.5,50.3,329.28,646.27,136.26,13.2,52.8,25.9,29.6,4405.24,14.9,Low
P1542,High-rise,13466,None,3,Construction,1099.31,1231.99,30.5,374.44,797.96,196.03,38.0,52.6,17.5,52.7,2331.3,11.7,Low
P1543,Low-rise,3861,Basic,3,Operation,749.39,587.5,38.5,424.06,1325.91,276.07,26.6,10.9,3.8,65.7,1336.89,19.4,Medium
P1544,High-rise,8335,Gold,1,End-of-life,1952.74,1628.01,62.6,478.48,251.99,30.13,3.4,11.5,29.6,70.7,3580.75,35.1,High
P1545,Mid-rise,11672,None,1,Operation,1394.05,2374.86,60.6,188.98,1208.43,88.23,18.4,5.0,32.0,72.2,3768.91,8.9,Low
P1546,High-rise,16890,Silver,0,Material Production,934.83,898.45,69.4,138.13,339.06,74.24,44.2,22.4,29.0,74.7,1833.28,20.3,Medium
P1547,High-rise,3767,Basic,0,Construction,704.83,1027.62,42.7,706.55,151.39,160.64,37.8,33.1,8.1,68.9,1732.45,11.5,Low
P1548,Low-rise,7064,Platinum,3,Material Production,1515.99,955.33,68.2,583.6,359.8,140.32,16.2,69.9,27.6,27.1,2471.32,50.7,High
P1549,Mid-rise,19490,Platinum,4,End-of-life,635.93,2977.52,64.4,499.73,1171.06,224.13,46.9,30.2,0.4,72.1,3613.45,54.2,High
P1550,High-rise,11911,Basic,4,Operation,509.08,832.99,46.1,671.0,667.18,87.88,3.8,50.8,12.2,74.4,1342.07,20.5,Medium
P1551,Mid-rise,6406,Basic,3,Material Production,1153.7,1853.9,57.3,844.91,1321.53,186.46,48.1,48.5,16.0,94.5,3007.6,16.8,Medium
P1552,High-rise,16528,Silver,0,Material Production,721.98,2798.21,37.4,484.92,834.59,267.48,12.3,14.3,33.4,72.0,3520.19,20.6,Medium
P1553,High-rise,8111,Basic,0,Material Production,1332.03,696.62,52.6,677.01,131.15,274.99,0.5,4.1,15.6,71.5,2028.65,10.0,Low
P1554,Mid-rise,17797,Gold,4,Material Production,412.29,2921.31,74.1,958.22,1103.4,288.46,21.7,38.2,0.5,58.6,3333.6,40.2,High
P1555,High-rise,2511,Gold,2,End-of-life,1378.89,2858.19,51.1,855.66,254.33,236.51,17.9,49.0,14.1,85.1,4237.08,34.9,Medium
P1556,Mid-rise,18326,Gold,3,End-of-life,709.93,2688.34,72.0,483.4,1205.13,273.68,27.0,69.9,20.0,94.8,3398.27,37.4,High
P1557,High-rise,11746,Gold,3,Operation,200.44,879.3,59.5,680.25,335.34,85.67,39.8,25.1,38.0,78.4,1079.74,39.9,High
P1558,Low-rise,14290,Basic,3,Operation,428.48,2011.95,39.6,259.36,583.62,75.32,42.1,62.7,37.6,65.9,2440.43,17.6,Medium
P1559,Mid-rise,12238,None,4,Construction,1880.51,2354.41,59.1,604.47,1165.78,21.82,20.1,26.7,7.2,25.9,4234.92,14.2,Low
P1560,High-rise,15230,Gold,0,End-of-life,1761.24,2962.28,55.3,983.2,1435.92,217.92,21.5,48.3,7.4,74.5,4723.52,30.1,Medium
P1561,High-rise,11620,Basic,3,Material Production,620.5,787.14,49.9,566.48,620.01,282.49,7.4,41.9,6.5,73.1,1407.64,16.5,Medium
P1562,Low-rise,18713,Gold,4,Material Production,1601.07,2368.27,36.0,934.87,1261.16,72.34,2.4,3.7,31.6,78.2,3969.34,39.6,High
P1563,Mid-rise,9267,Basic,1,Construction,1295.43,1214.76,50.8,466.6,367.11,198.34,32.1,5.5,0.2,29.3,2510.19,17.7,Medium
P1564,High-rise,14203,None,3,Material Production,1947.63,774.19,33.6,998.96,1230.05,229.01,3.2,1.5,5.1,69.0,2721.82,11.9,Low
P1565,Low-rise,1429,Platinum,1,Construction,872.49,1437.72,34.9,621.3,1020.49,279.73,36.7,26.0,21.5,42.2,2310.21,42.1,High
P1566,High-rise,12451,None,4,Operation,1426.63,2443.36,50.8,138.04,369.84,201.12,27.0,52.2,9.9,77.0,3869.99,16.2,Medium
P1567,Mid-rise,16345,Platinum,0,End-of-life,314.36,1555.09,45.3,628.08,523.51,291.68,9.9,12.1,3.7,38.0,1869.45,40.8,High
P1568,High-rise,17938,Platinum,2,Construction,913.25,1751.31,76.3,347.12,284.48,116.51,27.0,42.4,14.4,71.3,2664.56,48.2,High
P1569,High-rise,16247,Gold,0,Material Production,1934.87,2986.93,48.8,129.23,636.15,117.98,9.1,20.2,11.0,42.1,4921.8,31.5,Medium
P1570,High-rise,6244,Gold,3,Construction,1170.17,1377.6,67.9,838.77,385.11,172.04,21.9,55.8,20.4,20.7,2547.77,35.9,High
P1571,High-rise,18784,Silver,0,Operation,718.18,1961.58,56.5,348.16,1001.6,127.38,40.0,55.9,39.2,67.5,2679.76,21.6,Medium
P1572,Low-rise,10149,Platinum,1,Material Production,416.49,1286.16,65.2,816.89,1492.31,20.4,23.1,54.3,5.0,28.5,1702.65,45.1,High
P1573,Low-rise,7480,Basic,2,Operation,1466.35,1360.52,43.0,359.4,116.81,224.9,7.4,36.7,14.9,69.4,2826.87,14.4,Low
P1574,Mid-rise,7569,Silver,4,Operation,1360.74,2178.23,77.1,274.89,857.29,230.48,36.2,19.9,37.3,89.4,3538.97,29.9,Medium
P1575,Low-rise,10091,Silver,1,Construction,873.09,2832.29,56.5,976.54,903.13,229.15,9.3,56.7,35.1,92.7,3705.38,26.5,Medium
P1576,Low-rise,942,Silver,0,Operation,1911.69,1764.37,71.6,425.48,1379.89,116.61,36.9,13.0,15.8,37.7,3676.06,17.3,Medium
P1577,Mid-rise,5152,Silver,3,Material Production,239.97,2374.68,48.3,641.24,808.41,166.24,24.0,20.3,28.0,80.7,2614.65,28.5,Medium
P1578,Low-rise,9870,Basic,2,Operation,746.7,540.86,35.0,648.98,861.18,120.79,22.7,12.9,3.5,46.5,1287.56,17.7,Medium
P1579,Low-rise,8097,Silver,4,Operation,1857.93,870.13,63.7,604.43,760.31,24.49,42.6,47.2,28.5,87.5,2728.06,32.4,Medium
P1580,Mid-rise,14825,Platinum,0,Construction,777.68,1655.76,30.4,923.23,476.47,177.49,35.4,48.0,38.9,79.1,2433.44,39.9,High
P1581,Mid-rise,4958,Basic,3,Operation,654.06,354.03,53.8,707.0,178.44,54.65,1.6,45.7,21.5,25.5,1008.09,19.9,Medium
P1582,Mid-rise,7091,Platinum,1,End-of-life,1161.6,982.71,39.6,463.36,672.12,42.41,14.8,29.1,19.9,50.5,2144.31,42.8,High
P1583,High-rise,16846,Gold,0,Construction,1682.84,1696.98,61.4,876.14,173.63,231.54,43.5,7.0,7.5,45.3,3379.82,30.2,Medium
P1584,High-rise,12326,Gold,3,Construction,385.66,340.4,79.0,262.96,870.69,22.66,0.9,63.8,25.4,78.9,726.06,38.6,High
P1585,Mid-rise,19193,Silver,2,Material Production,1897.44,1014.27,53.2,589.81,530.21,288.52,27.3,35.5,23.6,50.8,2911.71,25.2,Medium
